start	end	text
2408960	2414800	только это скажем так под часть потока набор кода, который выполняется внутри определенного потока.
2414800	2422080	Так, тут есть вопросы конкретно по слайдам. Я боюсь, что я не буду сейчас прям возвращаться,
2422080	2426960	то там анимация и так далее мы довольно долго будем ждать. Пропущу вопросы, где мы прям явно
2426960	2433920	к какому-то слайду переходим. Дальше следующий вопрос. Ключ контекста типа класса извлекается?
2433920	2441000	Да, что типа того? То есть мы там, кстати, это прикольный подход, связанный с обращением к маппи,
2441000	2445960	к крутин-контексту. У нас есть возможность, в принципе, я вам рекомендую посмотреть на то,
2445960	2452040	как устроены интерфейсы крутин-контекст-элементов. Мы действительно по названию интерфейса сможем
2452040	2458200	типа название интерфейса использовать как ключ к маппи крутин-контексту. Мне кажется,
2458200	2464320	такой поход вообще довольно редко используется где-либо, я вот его видел только в библиотеке крутин.
2464320	2470760	Можно еще раз объяснить, пожалуйста, что мы складываем при создании крутин-контекста. Они
2470760	2477000	складываются как что? Как строки? У них же разный класс, нет? Еще раз, мы складываем... Смотрите,
2477000	2481800	в Kotlin есть возможность переопределить оператор плюсика, то есть переопределить
2481800	2487800	логику, которая дает вот этот вот плюсик. Соответственно, там логика следующая. У нас есть
2487800	2492920	крутин-контекст-элемент и есть другой крутин-контекст-элемент. И переопределена функция
2492920	2499600	оператор сложения двух крутин-контекст-элементов. Они вместе с собой формируют новый крутин-контекст
2499600	2505320	сам по себе. Грубо говоря, у нас есть маппы из одного элемента, мы ее складываем с маппой из другого
2505320	2511320	элемента и по итогу получаем маппу из двух элементов. Грубо говоря, то, что происходит при
2511320	2519840	сложении двух элементов, как у меня было на слайде. То есть, по сути, крутин-это не замена потока,
2519840	2523880	а удобный эффективный инструмент для работы с потоками. Что-то типа того. На мой взгляд,
2523880	2528880	так можно выразиться. Да, то есть у нас есть концепция потоков, которые никуда не уходят,
2528880	2533840	а есть крутины, которые живут в рамках определенных потоков, и вот эти крутины мы можем в любой момент
2533840	2539120	остановить. В любой момент, который мы явно задекларируем. Давайте это я явно сам буду
2539120	2543600	и подсвечивать в рамках лекции. То есть не в любой рандомный момент мы можем взять и приостановиться,
2543600	2551840	а скорее в определенных точках, которые мы явно сами задекларируем в коде. А так, да, есть потоки,
2551840	2556000	они никуда не делись, с ними также надо уметь работать, и поэтому у нас была целая лекция,
2556000	2561720	посвященная потокам. А дальше нужно понимать то, что есть крутины, которые дают нам очень много
2561800	2565680	преимуществ. То есть мы используем крутины как раз, чтобы упростить себе жизнь и дать
2565680	2571560	определенные гарантии по работе с отменной действий, с обработкой исключений, может быть,
2571560	2577080	с эффективным использованием тех же самых потоков. В общем, это такой удобный инструмент для нашей
2577080	2586560	поседневной работы. Так, вроде бы вопросы кончились, давайте пойдем дальше. Перейдем к теме отмены
2586560	2593760	крутин. Что тут? Я уже сказал ранее, что у крутин скопа есть возможность отменить все дочерние
2593760	2598720	крутины. Делается это довольно просто. Вот у нас есть интерфейс крутин скопа, на нем мы вызываем
2598720	2605960	функцию cancel. Также мы здесь можем передать причину cancellation exception, но обычно даже это
2605960	2611880	не передается, просто по дефолту вызывает функцию cancel. У самого интерфейса job также есть возможность
2611880	2619200	вызвать cancel. То есть это вот наверное два самых простых способа отменить нашу крутину. Давайте
2619200	2625080	посмотрим, как это выглядит на практике. Вот я создал свой крутин скоп и дальше на основе
2625080	2633160	этого крутин скопа создал три крутины. А дальше их всех вместе я отменяю с помощью нашего скопа.
2633160	2639040	На диаграмме, на самой схемке выглядит вот так, что есть крутин скоп, на его основе я создал три
2639040	2646200	крутины. Потом крутин скопу передал намерение все это дело отменить, он каскадно прошелся по всем
2646200	2651640	своим дочерним крутинам и попросил их сделать ровно то же самое. После чего они уже перешли в
2651640	2659280	состояние cancel. Получается, что отмена крутин скопа отменяет все дочерние крутины, это стоит
2659280	2669000	запомнить. Что дальше? Дальше у нас есть возможность отменять с помощью интерфейса job определенную
2669000	2675040	крутину. Здесь я сделал ровно то же самое, только теперь не на скопе отменяю все крутины, а только на
2675040	2681280	конкретно из них. И возвращаясь к схемке, я именно крутину два пытаюсь отменить. Она отменяется,
2681280	2687040	но никак не влияет на другие крутины, которые были созданы рядом с ней. Они также продолжают
2687040	2695000	работу как ни чем не бывало. Давайте рассмотрим схемку поглубже, по детальнее, если у нас уже
2695000	2702440	вот такая есть довольно большое дерево крутин. Я пытаюсь дочернюю крутину отменить. Она на самом
2702440	2708320	деле никак не влияет на свою родительскую крутину. Соответственно и самой родительской крутины все
2708320	2715240	будет хорошо, и с дочерними крутинами также будет все хорошо. Но особенность в том, что после отмены
2715240	2719920	крутины вот этот интерфейс job он уже не может быть использован для создания новых крутин. То есть
2719920	2729440	на его основе мы не можем создать новые крутины. Как могли бы без отмены изначальной. Повторюсь,
2729440	2735600	при отмене крутин у нас отменяются все дочерние крутины. Сам родитель может не отменяться,
2735600	2742160	если пришел ивент отмены от одного из его дочерних крутин. И после отмены job не может
2742160	2749640	быть использован для создания новых крутин. Что дальше? Попробуем рассмотреть уже какое-то
2749640	2756160	более-менее нормальный пример, где мы выполняем какую-то логику, а потом захотели в параллеле
2756160	2764800	где-то отменить нашу текущую крутину. Мы здесь создаем нашу крутину, где пытаемся в цикле пройтись
2764800	2771280	и напечатать какой-то текущий индекс после определенной задержки. Здесь я 10 раз пытаюсь в цикле
2771280	2777640	пройтись, делаюсь на 100 мс и печатаю индекс. А в основной крутине, в родительской крутине я
2777640	2786400	делаюсь на 320 мс. Даю возможность моей дочерни к крутине поработать 3-4 цикла и что-то напечатать
2786400	2792200	в консоль. А потом ее отменяю, причем еще и join-усь. Параллельно с помощью функции cancel on join она
2792200	2796680	прям явно и говорит то, что происходит внутри ее имплеметации. Мы первой строчкой cancel job,
2796680	2802280	а второй пытаемся зажониться к ней и дождаться, когда же она полностью завершит свою работу. После
2802280	2809280	чего печатаем строчку cancel. Здесь опять же никакой магии не произойдет. То есть мы сначала
2809280	2816520	напечатали 3 индекса, так как как раз и ждали в родительской крутине 320 мс ровно на 3 итерации,
2816520	2824240	и затем напечатали строчку cancel, а сама дочерняя крутина приостановила свою работу. Вообще вся
2824240	2832840	магия по отмене крутин происходит с помощью cancelation exception. У этого интерфейса, точнее вообще
2832840	2840040	у этого исключения есть специальные скажем флажочки внутри имплементации. То есть сам
2840040	2848240	фреймворк крутин знает про cancelation exception и по отдельному, ну знаете так, он явно понимает,
2848240	2854160	что это cancelation exception и выполняет определенную отдельную логику по работе с конкретно с ней.
2854160	2859960	Либо с его наследниками. Сознанно это для различия между отменой и ошибкой, то есть если мы получили
2859960	2864480	какую-то ошибку, кинули исключение, то скорее всего это исключение будет отлично от cancelation
2864480	2871040	exception и мы по-другому обработаем это исключение. Пройдем по другой ветке. Вот я как раз это имел
2871040	2876680	в виду, вот как раз привел пример из реализации крутин, где мы первые строчки проверяем на
2876680	2882600	instance cancelation exception, а потом уже, если понимаем, что это не cancelation exception, потом отдаем
2882600	2893160	обработчику в другую ветку. Вот по-другому работаем в общем с исключением. Что еще важно,
2893160	2903200	вот до этого в некоторых примерах, как как например delay, это стандартная функция из библиотеки
2903200	2910280	крутин, есть возможность поддержки отмены. Помните в лекции по многопоточности я рассказывал,
2910280	2916720	что можно поток приостановить на определенное время и если мы попытаемся завершить поток во
2916720	2923520	время той же функции slip, то мы кинем interrupted exception. Вот здесь происходит примерно то же
2923520	2929360	самое, то есть есть стандартный набор функций из крутин библиотеки и вот в каждой из этой
2929360	2937880	функции в момент саспенда у нас есть возможность кинуть cancelation exception. Вот, как-то так. Этим
2937880	2943440	можно пользоваться, покажу на примерах как именно. Но главная особенность, так же как и в потоках,
2943440	2951160	отмена должна быть кооперативной, то есть если у нас карутина выполняет довольно большую сложную
2951160	2958720	логику и у нее нету так называемых вот этих вот точек приостановок, то есть нет возможности
2958720	2964480	приостановить текущую карутину, она просто довольно долго выполняет что-то сложное. Вот здесь на слайде
2964480	2970560	привожу пример, что мы в цикле опять же делаем что-то сложное, вычисляем, печатаем какие-то строчки,
2970560	2977320	но нигде не приостанавливаем карутину. Так вот, в нашей родительской карутине или в принципе
2977320	2983240	вообще в какой-то другой карутине не будет возможности по нормальному нашу рабочую карутину
2983240	2991240	приостановить. То есть здесь мы по итогу дождемся выполнения всех всех итераций и увидим печать
2991240	2998240	всех наших индексов. Ровно то же самое происходит и с потоками, как помните, мы делали примерно то
2998240	3004520	же самое, приводили, например, ровно такой же участок кода, только связанный с потоками. Соответственно,
3004520	3013200	опять же должен быть какой-то механизм, позволяющий нам трекать, а хотят ли нас кто-то, есть ли потребитель
3013200	3019400	или какая-то сторонняя карутина, которая хочет нас приостановить. Это делается как раз таки с
3019400	3025560	помощью флажочков мы можем узнать, является ли карутина сейчас активна или нет. В случае, если
3025560	3033240	такого не является и нас кто-то уже явно попросил приостановиться и сработали внутреннее,
3033240	3039320	сработала внутренняя реализация по отмене карутины, то вот наш флажочек, означающий то, что карутина сейчас
3039320	3045640	в активной стадии или нет, будет явно об этом сигнализировать. Вот нас захотел кто-то приостановить,
3045640	3051640	наш флажочек перешел в статус false, из актив флажочек перешел статус false и мы можем, в данном случае,
3051640	3058680	очистить ресурсы и завершить всю работу в цикле. Есть более удобный, на мой взгляд, способ, такой
3058680	3064440	более декларативный что ли. Есть функция ensureActive, то есть она делает примерно то же самое, только у
3064440	3072560	себя под капотом проверяет статус этого флажочка и мы можем, и причем она еще явно выбросит
3072560	3079240	conciliation exception, если это не так и это нам позволяет не дробить логику на несколько ветвей типа if false,
3079240	3086800	а скорее явно хорошо дезакларировать, что у нас в момент, в определенный момент мы проверяем
3086800	3092080	действительно ли мы сейчас активны, если нет, полностью сворачиваем всю работу, завершаем ее и выходим
3092080	3098640	из цикла, выходим вообще из функции. Вот бывает, что мы используем ровно ее для вот такой цели,
3098640	3106800	быстро выйти из функции и завершить свою работу. Вот как раз-таки здесь я и привел в пример то,
3106800	3114240	как вообще этот интерфейс выглядит. У интерфейса job можно вызвать функцию ensureActive и мы там
3114240	3121080	проверяем статус флажочка и в случае, если этот флажочек дает false, мы кидаем conciliation exception.
3121080	3128440	Есть другой способ, это одна из suspend функций под названием yield, которая просит текущей
3128440	3138280	диспатчер перейти на новый цикл, ну короче, зашедулить какое-то новое вычисление, не выполнять
3138280	3143240	текущую курутину, а переключиться на что-то другое в рамках потока. Вот, и эта функция yield приходит
3143240	3148040	нам в стандартной библиотеке и соответственно она также имеет возможность кинуть conciliation exception,
3148040	3155640	если это уже, ну если нас кто-то до этого попросил полностью завершить работу и отменить текущую
3155640	3162760	курутину. В общем, главное, что стоит вынести отсюда, это то, что есть стандартный набор функций из
3162760	3169840	библиотеки крутин и практически у всех из них по дефолту есть вот такая возможность, ну вообще есть
3169840	3176040	поддержка conciliation exception и отмена крутин. Вот, мы можем ими пользоваться, если захотим, ну либо
3176040	3183080	явно сами проверять с помощью стейтов у job, который является абстракцией к текущей курутине.
3183080	3189640	Окей, что еще? Здесь мы рассмотрели то, как мы работаем с лаунчами, то есть с
3189640	3194040	курутинами, которые мы когда-то запустили и пошли дальше, а что делать со сингком,
3194040	3200520	который возвращает результат. Здесь, на самом деле, примерно то же самое, только есть особенности при
3200520	3205920	вызове await, да, так как await нам возвращает результат, соответственно не всегда мы получим то, что хотим,
3205920	3213200	в случае отмены. Вот, здесь я пытаюсь как раз в рамках моей крутины подождать и потом вернуть
3213200	3218320	результат в виде стренги async result, а в основной родительской крутини я пытаюсь заделается на
3218320	3225040	секунду, потом дождаться результата и отменить. Да, здесь, возможно, надо было с ручками поменять
3225040	3231160	местами. Да, вот я как раз это и сделал, забыл про слайд следующий. В общем, здесь я просто дожидаюсь
3231160	3237680	крутины и отменяю. Здесь в этом, на самом деле, не так много смысла. Я просто дождался, а потом ее
3237680	3242120	попросил отмениться, но она и так уже в завершенном состоянии, здесь ничего не произойдет. А в случае,
3242120	3247360	если я поменяю строчку местами, то есть сначала попрошу отмениться, а потом дождаться результата,
3247360	3253600	то я славлю job consolation exception, вот, потому что результата как такового у меня на руках нет.
3253600	3260040	По теме крутины, это все. Главное, что стоит вынести, что есть consolation exception,
3260040	3264640	он по отдельному обрабатывается внутри фармворка крутин, мы с ним можем, в принципе,
3264640	3273200	работать сами, мы можем даже наследовать свои exception от данного и как-то явно у себя в логике
3273200	3277360	уметь его обрабатывать. Я, если честно, особо таким никогда не занимался, но, в принципе,
3277360	3286240	у вас такая возможность есть, опять же, welcome, вдруг найдете ему применение. Что дальше? Дальше,
3286560	3292560	на мой взгляд, одна из самых сложных, особенно для первой лекции, где мы погружаемся в тему
3292560	3302280	крутин, вот, тема с отменой крутин, мне кажется, дается всегда тяжелее всего. Почему? На мой взгляд,
3302280	3309080	просто потому что сам API крутин и сам фреймворк, который у нас есть на руках, позволяет нам,
3309080	3315320	как разработчикам, слишком много всего и часть кода, которую мы можем в теории написать и
3315720	3321760	часто делаем так, не приводит к ожидаемому результату. Опять же, чуть позже на слайдах я попробую
3321760	3326760	привести примеры, почему так. И, возможно, из-за этого, из-за того, что мы, как разработчики,
3326760	3332240	можем написать много всего, которое, по нашему мнению, может или должно работать, не является,
3332240	3339320	если работать не так, как задумано нами, вот, и приводит к ошибкам, приводит к каким-то проблемам
3339320	3346560	на проде, в общем, приводит к какому-то полному непониманию у разработчиков, как же это вообще
3346560	3355720	вся тема работает и как ее грамотно обработать у себя в коде, обработку ошибок, имею ввиду. Что
3355720	3361440	тут важно знать? Непойманная ошибка в крутине отменяет как родители, так и у всех дочерних
3361440	3367280	элементов. Что это значит? Вот, возьмем наше дерево крутин, возьмем нашу дочернюю крутину,
3367280	3372480	которая кинула исключение, причем не consolation exception, а какой-то другой. Например, у нас реально
3372480	3380800	ошибка в коде, либо какой-нибудь checked exception мы не обработали у себя внутри, нормально. Что
3380800	3386240	происходит дальше? Это исключение доходит до родительской крутины. Родительская крутина,
3386240	3392440	в первую очередь, отменяет все остальные дочерние крутины, вот, свои, вот. Соответственно, тут она
3392440	3400200	отойдет до крутин 5 и крутин 7, отменит их и потом отменит сама себя. Дальше, если внутри нее мы уже
3400200	3407000	не смогли обработать никак это исключение, она прокинет это исключение дальше, выше, к своей
3407000	3413440	родительской крутине. Здесь произойдет ровно то же самое. И получается, что мы вот это исключение
3413440	3419800	прокинули в самый верх, до нашего корневого, до нашей корневой крутины. Ну и в принципе,
3419800	3425640	вообще до своего скопа так может быть. Возвращаясь к предыдущему слайду, как раз вот мы берем наш
3425640	3432680	throwable. Получается, что наш throwable не является наследником cancellation exception, и получается,
3432680	3439680	мы его пытаемся обработать как обычное исключение. И прокидываем выше через вот эту взаимосвязь
3439680	3444880	всех крутин между собой. То есть, так как у меня есть возможность в крутин-контексте получить
3444880	3452040	доступ к родительской крутине и к, через дочерней крутины, у меня есть возможность информацию об
3452040	3458680	исключении кинуть вверх до родителя. Вот это как раз таки есть structured concurrency, про которое
3458680	3465760	я говорил в самом начале. Вот получается, что мы, да, я тоже имплементацию привел вот на T-Fi
3465760	3473480	canceling. Мы как раз сначала пытаемся отменить всех наших детей, а потом пытаемся отменить уже себя.
3473480	3481760	Получается, что вот так вот мы дошли до самого верха, до родительской крутины и, в принципе,
3481760	3486400	до всего крутин-скопа. И если исключение дойдет до крутин-скопа, она его, соответственно,
3486400	3491400	полностью и отменит. И он будет отменен, и на основе него мы уже не сможем создавать новые крутины.
3491400	3500240	И все дочерние крутины также будут отменены. Это для нас не сказать, что прям классные новости,
3500240	3505440	почему. Ну, типа, если мы так шумудрились и не словили где-то какое-то исключение,
3505440	3510400	то оно действительно прям дойдет до самой верхушки, до корневых элементов и вообще,
3510400	3516280	в принципе, отменит все, что там было. Нам все же нужно как-то уметь с этим работать. Для этого у
3516280	3524040	нас есть Supervisor Job. Он частично решает нашу проблему, я покажу как, но им надо уметь
3524040	3531320	пользоваться, нужно понимать для чего и для каких целей он может быть применен. Это отдельный,
3531320	3540920	скажем так, подтип нашей Job с определенными свойствами подкапот. Если мы используем Supervisor Job,
3540920	3548360	у себя в коде, покажу как, ошибка или отмена дочерней крутины не приводит к отмене нашей
3548360	3555040	родительской крутины и не влияет на его наследников, я имею ввиду наследников нашего
3555040	3561480	родительского Job. Давайте посмотрим, как это выглядит. Представим, что у нас есть крутин Scope,
3561480	3571080	который был создан на основе Supervisor Job. И если мы попытаемся получить какую-то ошибку внутри
3571080	3577440	дочерней крутины, она передаст эту информацию дальше выше, внутри самого Scope или какой-то
3577440	3583760	родительской крутины. Но особенность того, что у нас есть Supervisor Job позволяет нам не отменять
3583760	3591280	наши другие, наши дочерние крутины, как в принципе и сам Croutine Scope. Но вот эта особенность,
3591280	3596080	мне кажется, про эту особенность редко кто пишет, редко кто про это говорит, но сам Exception
3596080	3602760	никто не обработал. То есть мы через взаимосвязь между Job, между нашими крутинами, передали
3602760	3608400	информацию о том, что Exception случился, и мы не дали возможность родительской крутини полностью
3608400	3616120	отмениться, но сама информация дальше через Job пропихивается наверх. Она распространяется выше
3616120	3623520	через родителя. И получается, что в теории, даже если мы где-то на начальной стадии использовали
3623520	3629560	Supervisor Job, который позволил нам не заканцелить все дочерние крутины внутри своего поддерева,
3629560	3636320	это не значит, что дальше эта информация будет обработана выше по стеку, ну или там по связи
3636320	3644320	между Job и не дойдет до обычного Job или обычного Croutine Scope, который увидит от Exception, его сильно
3644320	3653320	испугается и отменит все, что было ниже его по дереву, все его дочерние крутины. Важно получается
3653320	3660160	то, что Supervisor Job работает только в том случае, если он является прямым родителем для дочерних
3660160	3670120	крутин, и по-хорошему он должен являться что-то типа, скажем так, рутовым элементом, ключевым
3670120	3675360	элементом в момент создания крутин Scope. Вот я бы так выразился, потому что в других случаях,
3675360	3682600	скорее всего, пользы будет от него не так много. Давайте рассмотрим это на примере. Вот здесь я
3682600	3691000	пытаюсь создать мою крутину, ну вообще новую крутину, и передаю ей Supervisor Job в качестве
3691000	3698480	параметра, надеясь на то, что он сможет обработать исключение из моих дочерних крутин. Вот внутри,
3698480	3704680	дальше я пытаюсь создать две новых крутины. В первой также жду секунду и кидаю Exception,
3704680	3709680	который мы никак не отловили внутри крутины, а во втором случае, во второй крутине я жду две
3709680	3714080	секунды и пытаюсь напечатать строчку Will not be printed. Наверное, несложно догадаться,
3714080	3719280	что произойдет с этой крутиной. А в родительской крутине дальше я пытаюсь заджониться по
3719280	3727440	всему тому, что я создал с помощью Supervisor Job. Если я попытаюсь просто диаграммами, ну или там
3727440	3733520	так вот обвести участки кода и показать, что одна крутина относится к одному Job, другая крутина
3733520	3744680	ко второму интерфейсу Job, поймем, что две наши крутины соответствуют своим элементам Job. Здесь
3744680	3751600	вроде бы пока все понятно. Но что дальше? А дальше происходит то, что в одной из моих дочерних
3751600	3760200	крутин происходит ошибка, но обрабатывает эти две крутины только что созданной самим фреймворком Job.
3760200	3767720	Помните, я в самом начале рассказывал по теме с крутин-билдерами, что крутин-билдер и фреймворк
3767720	3776840	вообще создает сам свой Job и передает его как такой базовый элемент для всех дочерних крутин. Так вот,
3776840	3784400	то, что мы передали Supervisor Job, особо-то ни на что не влияет, потому что он будет родительским
3784400	3791360	элементом по отношению к Job, созданным внутри крутин-билдера. И получается, что сначала мой
3791360	3797840	обычный Job пытается обработать ошибку внутри дочерней крутины, он зафейлится благополучно,
3797840	3804240	потому что он не является Supervisor Job и не умеет игнорировать такие исключения. Соответственно,
3804240	3809880	он сам отменится и отменит все свои дочерние крутины. Вот этот ключевой момент, я надеюсь,
3809880	3816040	стал чуть более понятен. Если нет, постараюсь в конце лекции или в серии вопросов еще раз
3816040	3822280	раскрыть этот вопрос, раскрыть этот момент и объяснить получше. Но вот, грубо говоря,
3822280	3826440	у нас есть возможность передать Supervisor Job и сам компилятор даст нам такую возможность,
3826440	3833280	ничего не будет подсвечивать. И если просто почитать документацию, может сложиться впечатление,
3833280	3839640	что мы можем так сделать и передать Supervisor Job внутри крутин-билдера. Но по факту польза от
3839640	3845360	этого практически не будет. Все из-за того, что под капотом внутри крутин-билдера создается
3845360	3850760	свой собственный Instance Job, на основе которого и дальше могут создаваться другие дочерние крутины.
3850760	3861840	Вот. Этот момент, кстати, хорошо обсуждается в одном из докладов на Kotlin Conf. Опять же,
3861840	3867960	ссылочку я приведу в конце. Окей, как мы могли бы в теории использовать Supervisor Job? Но,
3867960	3873080	опять же, про спойлер особо так не рекомендую, просто пытаюсь объяснить механику работы Supervisor
3873080	3882160	Job. В данном примере я создаю его сам, явно, потом передаю его в одну крутину в лаунч и потом
3882160	3888160	явно передаю в другую крутину. Здесь получается уже кейс немножко другой. То есть у нас каждая
3888160	3893280	крутина также под капотом, точнее крутин-билдер, также под капотом создает Job, который может быть
3893280	3900920	зафейлен, но он дальше передаст эту информацию о проблеме в Supervisor Job, который не отменит все
3900920	3907240	другие дочерние крутины. Но особенность, точнее так, нюанс этого примера в том, что мы немного
3907240	3913400	ломаем саму систему structured concurrency. Почему? Потому что мы явно сами начинаем руками создавать
3913400	3922640	Job, Supervisor Job, что в моей практике лучше не делать, а лучше использовать либо обычные крутин-билдеры,
3922640	3928640	либо крутин-скоп функций, которые мы рассмотрим чуть позже, типа крутин-скопа. Кстати, да, даже я
3928640	3937120	его на слайде использую в самом начале. Я вызываю функцию suspend main и первой строчкой пишу крутин-скоп.
3937120	3944320	Вот именно про них речь. То есть нужно использовать тот готовый арсенал из функций, который уже есть в
3944320	3950600	стандартной библиотеке, а не городить самим, явно не создавать вот такие Job, чтобы потом их и явно
3950600	3959080	самим как-то стараться заменеджить. Потому что здесь мне приходится явно самому прописывать в самом
3959080	3967400	конце Job1.Join, Job2.Join, просто потому что теперь сам механизм работы крутины structured concurrency
3967400	3973280	не работает, мне приходится явно дожидаться самостоятельно завершения крутин. Но здесь
3973280	3977520	я пытался просто привести пример, что можно использовать Job для определенных кейсов, и он будет
3977520	3985840	работать, но лучше так не делать. А как нужно? Можно использовать крутин-скоп функцию. По аналогии
3985840	3993920	с крутин-скоп есть супервизор-скоп, в рамках которого мы можем запускать свои дочерние крутины.
3993920	4001400	Он позволяет вам выполнить то, что по факту и хотелось бы в самом начале, когда мы начали
4001400	4010920	разбирать тему, точнее не с отменой крутин, а с обработкой исключений в крутинах. Здесь мы увидим
4010920	4016480	как раз нашу строчку will be printed, просто потому что одна из крутин зафейлится, но супервизор-скоп
4016480	4021920	позволит нам проигнорировать это исключение конкретно в этом куске кода и дождаться выполнения
4021920	4031440	крутины, которая ждет 2 секунды и печатает строчку. Важно подсвечиваю, что наше исключение
4031440	4039240	не проглатывается нигде, про него мы не забываем, оно дальше передастся всем родительским крутином,
